45.91899037361145
         121232705 function calls (108095604 primitive calls) in 60.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5173    0.021    0.000    0.066    0.000 target_handler.py:4(create_target_handler)
        1    0.000    0.000    0.064    0.064 latex.py:1(<module>)
      200    0.001    0.000    0.063    0.000 canonicalize_de_bruijn.py:115(<lambda>)
      200    0.004    0.000    0.063    0.000 mask.py:33(__init__)
   793508    0.062    0.000    0.062    0.000 type.py:128(walk_type_nodes)
   124797    0.052    0.000    0.062    0.000 handler.py:46(currently_defined_indices)
        6    0.000    0.000    0.062    0.010 transforms.py:1(<module>)
        1    0.000    0.000    0.061    0.061 advanced.py:1(<module>)
        3    0.000    0.000    0.061    0.020 python.py:1(<module>)
        1    0.000    0.000    0.060    0.060 indexed.py:1(<module>)
        1    0.000    0.000    0.060    0.060 patches.py:1(<module>)
        3    0.000    0.000    0.059    0.020 image.py:1(<module>)
    31336    0.023    0.000    0.059    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       15    0.001    0.000    0.059    0.004 core.py:1(<module>)
        1    0.000    0.000    0.059    0.059 proxy_tensor.py:1(<module>)
      488    0.001    0.000    0.059    0.000 _compiler.py:571(_code)
  657/653    0.003    0.000    0.058    0.000 __init__.py:2117(find_on_path)
   225539    0.058    0.000    0.058    0.000 type.py:131(inherent_parameters)
      213    0.001    0.000    0.058    0.000 artist.py:1426(__init__)
       11    0.000    0.000    0.058    0.005 linear.py:1(<module>)
        1    0.000    0.000    0.058    0.058 _arrow_string_mixins.py:1(<module>)
        1    0.000    0.000    0.058    0.058 _laplacian.py:1(<module>)
        2    0.000    0.000    0.057    0.029 compute.py:1(<module>)
        1    0.000    0.000    0.057    0.057 scale.py:1(<module>)
        1    0.000    0.000    0.057    0.057 fabric.py:1(<module>)
      213    0.009    0.000    0.057    0.000 artist.py:1446(get_aliases)
    51021    0.042    0.000    0.057    0.000 type_signature.py:77(from_type)
   335918    0.056    0.000    0.056    0.000 core.py:69(__hash__)
      406    0.022    0.000    0.056    0.000 doccer.py:13(docformat)
    16345    0.007    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.055    0.055 _joblib.py:1(<module>)
   447622    0.055    0.000    0.055    0.000 <attrs generated eq s_expression_parser.parser.nil>:1(__eq__)
        1    0.000    0.000    0.055    0.055 ticker.py:1(<module>)
        1    0.000    0.000    0.055    0.055 frame.py:1(<module>)
    18229    0.053    0.000    0.054    0.000 {built-in method posix.stat}
        5    0.000    0.000    0.053    0.011 errors.py:1(<module>)
        1    0.000    0.000    0.053    0.053 def_use_mask_test.py:1035(DefUseMaskWihAbstractionsLikliehoodAnnieSetTest)
      126    0.002    0.000    0.053    0.000 _distn_infrastructure.py:779(_construct_doc)
        2    0.000    0.000    0.052    0.026 __init__.py:3301(_call_aside)
        1    0.000    0.000    0.052    0.052 __init__.py:3327(_initialize_master_working_set)
        1    0.000    0.000    0.052    0.052 _axes.py:1(<module>)
      290    0.002    0.000    0.052    0.000 __init__.py:3172(__init__)
     7575    0.004    0.000    0.051    0.000 <frozen importlib._bootstrap>:392(cached)
      449    0.001    0.000    0.051    0.000 __init__.py:80(decomposition_decorator)
     4198    0.009    0.000    0.051    0.000 parameterized.py:611(param_as_standalone_func)
      287    0.033    0.000    0.051    0.000 classify_nodes.py:270(<listcomp>)
   359807    0.050    0.000    0.050    0.000 type.py:246(children)
        2    0.000    0.000    0.050    0.025 path.py:1(<module>)
128812/128796    0.033    0.000    0.049    0.000 type.py:233(<genexpr>)
        1    0.000    0.000    0.049    0.049 _diagnostic.py:1(<module>)
        1    0.049    0.049    0.049    0.049 path.py:24(Path)
        1    0.001    0.001    0.048    0.048 compute.py:305(_make_global_functions)
      342    0.003    0.000    0.047    0.000 dataclasses.py:528(_init_fn)
     3908    0.005    0.000    0.047    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
     8858    0.029    0.000    0.047    0.000 functools.py:35(update_wrapper)
      259    0.001    0.000    0.047    0.000 compute.py:289(_wrap_function)
   138721    0.035    0.000    0.046    0.000 export_as_dsl.py:200(unclean_type)
      290    0.001    0.000    0.046    0.000 requirements.py:33(__init__)
        1    0.000    0.000    0.046    0.046 _infra.py:1(<module>)
    36414    0.025    0.000    0.046    0.000 type.py:209(unify)
        1    0.000    0.000    0.045    0.045 backend_bases.py:1(<module>)
   115507    0.019    0.000    0.044    0.000 {method 'issubset' of 'set' objects}
     1817    0.007    0.000    0.044    0.000 textwrap.py:419(dedent)
      425    0.000    0.000    0.044    0.000 basic.py:116(__init_subclass__)
 3774/488    0.019    0.000    0.044    0.000 _compiler.py:37(_compile)
      426    0.020    0.000    0.044    0.000 assumptions.py:614(_prepare_class_assumptions)
     8367    0.023    0.000    0.044    0.000 typing.py:168(_type_check)
99302/35014    0.037    0.000    0.043    0.000 classify_nodes.py:245(flatten_types)
    63027    0.035    0.000    0.043    0.000 dsl.py:90(get_production)
      550    0.001    0.000    0.043    0.000 _pytree.py:194(tree_map)
      285    0.005    0.000    0.043    0.000 enum.py:496(__new__)
      892    0.002    0.000    0.043    0.000 typing.py:697(Optional)
    95643    0.043    0.000    0.043    0.000 dsl.py:164(<listcomp>)
3542/3408    0.006    0.000    0.043    0.000 parsed_ast.py:540(to_ns_s_exp)
        4    0.000    0.000    0.043    0.011 parallel.py:1(<module>)
   186547    0.042    0.000    0.042    0.000 {method 'split' of 'str' objects}
    63092    0.042    0.000    0.042    0.000 {built-in method numpy.empty}
       16    0.000    0.000    0.041    0.003 __init__.py:659(add_entry)
        1    0.000    0.000    0.041    0.041 formatter.py:1(<module>)
        1    0.000    0.000    0.041    0.041 axes3d.py:1(<module>)
    65769    0.036    0.000    0.041    0.000 handler.py:14(__init__)
     5590    0.004    0.000    0.041    0.000 __init__.py:173(search)
        1    0.000    0.000    0.041    0.041 polytools.py:1(<module>)
       86    0.000    0.000    0.041    0.000 dispatcher.py:178(add)
        1    0.000    0.000    0.041    0.041 widgets.py:1(<module>)
      360    0.001    0.000    0.040    0.000 __init__.py:3123(reqs_for_extra)
       86    0.000    0.000    0.040    0.000 dispatcher.py:222(reorder)
     1780    0.002    0.000    0.040    0.000 markers.py:234(evaluate)
        2    0.000    0.000    0.040    0.020 collections.py:1(<module>)
    63027    0.032    0.000    0.040    0.000 type_preorder_mask.py:48(on_exit)
        1    0.000    0.000    0.039    0.039 http.py:1(<module>)
    35619    0.010    0.000    0.039    0.000 parsed_ast.py:404(__post_init__)
        1    0.000    0.000    0.038    0.038 _jit_internal.py:1(<module>)
   301270    0.036    0.000    0.038    0.000 {built-in method builtins.issubclass}
  560/544    0.000    0.000    0.038    0.000 group_similar_constructs.py:22(visit_ListComp)
      213    0.012    0.000    0.038    0.000 artist.py:1521(get_setters)
        1    0.000    0.000    0.038    0.038 _fontconfig_pattern.py:1(<module>)
      550    0.000    0.000    0.037    0.000 _pytree.py:196(<listcomp>)
    29503    0.018    0.000    0.037    0.000 typing.py:1290(__setattr__)
    18/14    0.000    0.000    0.037    0.003 __init__.py:327(__getattr__)
       67    0.021    0.000    0.037    0.001 {method 'read' of '_io.TextIOWrapper' objects}
     6533    0.014    0.000    0.037    0.000 handler.py:100(__init__)
        1    0.000    0.000    0.037    0.037 _parallel_backends.py:1(<module>)
   289458    0.037    0.000    0.037    0.000 <attrs generated init s_expression_parser.parser.Pair>:1(__init__)
     1476    0.002    0.000    0.037    0.000 defining_construct_handler.py:20(on_child_enter)
      592    0.003    0.000    0.037    0.000 __init__.py:31(_add_op_to_registry)
     1264    0.003    0.000    0.037    0.000 __init__.py:2189(distributions_from_metadata)
        3    0.000    0.000    0.037    0.012 pool.py:1(<module>)
        1    0.000    0.000    0.036    0.036 hf_api.py:1(<module>)
     4118    0.005    0.000    0.036    0.000 <frozen importlib._bootstrap>:169(__enter__)
4068/3988    0.003    0.000    0.036    0.000 __init__.py:89(find_spec)
      454    0.000    0.000    0.036    0.000 __init__.py:127(register)
     3673    0.036    0.000    0.036    0.000 {built-in method io.open_code}
   102158    0.028    0.000    0.036    0.000 {built-in method builtins.max}
       29    0.000    0.000    0.035    0.001 __init__.py:3133(<listcomp>)
    63027    0.025    0.000    0.035    0.000 ordering.py:61(compute_order)
    13556    0.020    0.000    0.035    0.000 inspect.py:2686(__init__)
        9    0.000    0.000    0.034    0.004 _base.py:734(__init_subclass__)
      290    0.000    0.000    0.034    0.000 _parser.py:63(parse_requirement)
     3727    0.034    0.000    0.034    0.000 {method 'read' of '_io.BufferedReader' objects}
     1464    0.005    0.000    0.034    0.000 _ops.py:447(__getattr__)
     6049    0.007    0.000    0.034    0.000 canonicalize_de_bruijn.py:67(create_de_bruijn)
10103/10046    0.009    0.000    0.034    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.033    0.017 accelerator.py:1(<module>)
        1    0.000    0.000    0.033    0.033 _memmapping_reducer.py:1(<module>)
        1    0.000    0.000    0.033    0.033 def_use_mask_test.py:1002(DefUseMaskWithAbstractionsRealisticTest)
        1    0.000    0.000    0.033    0.033 _distn_infrastructure.py:1(<module>)
        4    0.000    0.000    0.033    0.008 registry.py:1(<module>)
    68453    0.029    0.000    0.033    0.000 ast_utils.py:9(field_is_body)
       20    0.000    0.000    0.033    0.002 _axis_nan_policy.py:382(axis_nan_policy_decorator)
       22    0.000    0.000    0.033    0.001 __init__.py:187(__getattr__)
   244635    0.032    0.000    0.032    0.000 <attrs generated eq s_expression_parser.parser.Pair>:1(__eq__)
      259    0.003    0.000    0.032    0.000 compute.py:119(_decorate_compute_function)
       44    0.001    0.000    0.032    0.001 _make.py:1608(wrap)
     3844    0.009    0.000    0.031    0.000 ast.py:54(literal_eval)
        5    0.000    0.000    0.031    0.006 distributed.py:1(<module>)
        1    0.000    0.000    0.031    0.031 lgmres.py:1(<module>)
      959    0.004    0.000    0.031    0.000 typing.py:1556(__getitem__)
      2/1    0.000    0.000    0.030    0.030 __init__.py:99(spec_for_distutils)
    21340    0.007    0.000    0.030    0.000 annotator.py:122(visit_Load)
       31    0.000    0.000    0.030    0.001 __init__.py:847(_resolve_dist)
        1    0.000    0.000    0.030    0.030 rich_progress.py:1(<module>)
    31336    0.022    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
       20    0.000    0.000    0.029    0.001 _docscrape.py:563(__init__)
        2    0.000    0.000    0.029    0.014 quantize.py:1(<module>)
     1449    0.002    0.000    0.029    0.000 typing.py:1565(copy_with)
        1    0.000    0.000    0.029    0.029 point.py:1(<module>)
     4133    0.007    0.000    0.028    0.000 structures.py:350(__call__)
        3    0.000    0.000    0.028    0.009 __config__.py:1(<module>)
    63027    0.028    0.000    0.028    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.004    0.004    0.028    0.028 _meta_registrations.py:2649(activate_meta)
        1    0.000    0.000    0.028    0.028 entity.py:1(<module>)
        3    0.000    0.000    0.028    0.009 numbers.py:1(<module>)
      342    0.001    0.000    0.028    0.000 dataclasses.py:588(_repr_fn)
       20    0.000    0.000    0.027    0.001 _docscrape.py:140(__init__)
        1    0.000    0.000    0.027    0.027 __init__.py:1034(__init__)
        1    0.000    0.000    0.027    0.027 __init__.py:1076(scan)
     6098    0.003    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
33871/28696    0.014    0.000    0.027    0.000 annotator.py:69(find)
        2    0.000    0.000    0.027    0.013 expr.py:1(<module>)
        7    0.000    0.000    0.027    0.004 parameterized.py:508(input_as_callable)
        7    0.000    0.000    0.027    0.004 parameterized.py:515(check_input_values)
        7    0.002    0.000    0.026    0.004 parameterized.py:524(<listcomp>)
     3984    0.005    0.000    0.026    0.000 typing.py:1251(__init__)
    30232    0.011    0.000    0.026    0.000 pull_scope.py:21(convert)
        1    0.000    0.000    0.026    0.026 cloud_io.py:1(<module>)
      132    0.001    0.000    0.026    0.000 _docstring.py:38(__call__)
        4    0.000    0.000    0.026    0.006 _parser.py:1(<module>)
     7390    0.016    0.000    0.025    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        5    0.000    0.000    0.025    0.005 parser.py:1(<module>)
     2124    0.002    0.000    0.025    0.000 target_handler.py:55(__init__)
  122/111    0.000    0.000    0.025    0.000 _docstring.py:79(__call__)
      348    0.001    0.000    0.025    0.000 dataclasses.py:624(_cmp_fn)
     6702    0.005    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
  308/296    0.000    0.000    0.025    0.000 pull_scope.py:75(visit_comprehension_generic)
    92997    0.020    0.000    0.025    0.000 type.py:196(walk_type_nodes)
12868/6250    0.013    0.000    0.025    0.000 canonicalize_de_bruijn.py:50(create_de_bruijn_child)
     4198    0.005    0.000    0.025    0.000 parameterized.py:200(from_decorator)
        1    0.000    0.000    0.025    0.025 partfrac.py:1(<module>)
        1    0.000    0.000    0.024    0.024 decorator.py:59(xthreaded)
        1    0.000    0.000    0.024    0.024 decorator.py:10(threaded_factory)
        1    0.000    0.000    0.024    0.024 canonicalize_de_bruijn_test.py:29(CanonicalizeDeBruijnTest)
      290    0.001    0.000    0.024    0.000 _parser.py:67(_parse_requirement)
     3923    0.006    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
     7340    0.011    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      632    0.003    0.000    0.024    0.000 __init__.py:2653(from_location)
     4079    0.017    0.000    0.024    0.000 inspect.py:2972(__init__)
        1    0.000    0.000    0.024    0.024 canonicalize_de_bruijn_test.py:204(LikelihoodDeBruijnTest)
     1411    0.005    0.000    0.024    0.000 library.py:71(impl)
    10118    0.022    0.000    0.023    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.023    0.012 dist.py:1(<module>)
      228    0.010    0.000    0.023    0.000 __init__.py:348(namedtuple)
   358246    0.023    0.000    0.023    0.000 {method 'isspace' of 'str' objects}
      385    0.003    0.000    0.023    0.000 _util.py:296(getfullargspec_no_self)
        1    0.000    0.000    0.023    0.023 rewrite.py:1(<module>)
     5591    0.006    0.000    0.023    0.000 target_handler.py:45(__init__)
       96    0.000    0.000    0.023    0.000 compute.py:112(_scrape_options_class_doc)
       43    0.000    0.000    0.023    0.001 dispatcher.py:147(_)
       96    0.000    0.000    0.023    0.000 docscrape.py:146(__init__)
    21340    0.014    0.000    0.023    0.000 annotator.py:114(load)
        1    0.000    0.000    0.023    0.023 _base_connection.py:1(<module>)
1785/1780    0.004    0.000    0.023    0.000 markers.py:137(_evaluate_markers)
        1    0.000    0.000    0.023    0.023 _discrete_distns.py:1(<module>)
       15    0.000    0.000    0.023    0.002 common.py:1(<module>)
    63027    0.023    0.000    0.023    0.000 collect_preorder_symbols.py:47(<listcomp>)
        1    0.000    0.000    0.023    0.023 reusable_executor.py:1(<module>)
    12913    0.023    0.000    0.023    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.023    0.023 http_parser.py:1(<module>)
        1    0.000    0.000    0.022    0.022 arrow_writer.py:1(<module>)
        1    0.000    0.000    0.022    0.022 __init__.py:617(_build_master)
        1    0.000    0.000    0.022    0.022 __init__.py:603(__init__)
     1024    0.001    0.000    0.022    0.000 <frozen abc>:105(__new__)
